campaign,cycle,candidate,order,base_commit,candidate_commit,mechanism,hypothesis,dispatch_domain,files,predicted_effect,rejection_observation,compile_result,oracle_result,public_op_baseline,public_op_candidate,program_boundary,program_baseline_ms,program_rep1_ms,program_rep1_delta_pct,program_rep2_ms,program_rep2_delta_pct,unaffected_seams,engine_sentinels,decision,reason,restoration_commit,raw_evidence
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,6,13,c6_13,7c453b7cf0a679c56db601be639b3ce188a97347,609e2ff1d7802f74da9c8aea9675ed1d33e37130,"transpose exact T128 FP8 K17408 residual projection from 64-token/128-row to 128-token/64-row at fixed 80 CTAs and 640 warps","the profile attributed 1.056 ms across eight N5120/K17408/T128 residual launches; exchanging duplicated weight traversal for inexpensive activation traversal at fixed CTA, warp, and shared-memory counts could reduce the hotspot without occupancy or tail loss","sm120a execution candidate expressed in shared source; public LinearAdd FP8 A8 N5120 K17408 exact T128 only; T127/T129, K6144, and every peer shape unchanged","src/ops/linear_add/fp8/fp8_linear_add_a8.cu","halve repeated weight traversal for the exact production tile and independently clear the cycle-6 Program gate","compile or independent decoded-FP8/FP32 residual oracle failure; affected T128 public-Op regression; seam regression; or either real-boundary repetition fails the cycle-6 non-averaged 1.5% latency / qualified +3.0 tok/s arms",pass,"ginfer_linear_add_fp8_test passes its independent decoded-FP8 plus FP32 residual-add oracle","cold public LinearAdd T127/T128/T129 medians 148.736/146.720/148.768 us","candidate medians 148.736/142.624 (-2.7917%, identical independent repetition)/148.768 us","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-6 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",44.7576,44.7442,0.0299,not-run,not-run,"T127/T129, K6144, and all peer shapes are source-neutral; the seams measured exactly equal; full Program matrix not run after the first primary-boundary repetition failed","Program accounting remained exact at 3687 drafted/3657 accepted/248 expanded and 125.968 licensed tokens/batch; throughput improved only 0.98 tok/s, below both the 3.0 tok/s arm and 2.77 tok/s cycle noise; Engine sentinels not run",reject,"the operator mechanism reproducibly improved T128 by 2.79%, but the first Program pair improved latency only 0.0299% and throughput only 0.98 tok/s; it failed both non-averaged gates",a7e203dce12255ec015b6958d72e75b8f45ebabb,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle6/candidate13"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,6,14,c6_14,879139fb92fb131ccf0e593b8debac69d8a872a6,31698f266118b7ab24bf350334d06a269c3f16c1,"split exact T128 NVFP4 gate/up output rows with M128/N64 instead of M128/N128","the profile found the gate/up launch at one CTA/SM with a 272-CTA 1.6-wave grid; halving output rows per CTA doubles independent scheduling while retaining the full 128-token activation tile and avoids the duplicated weight traversal disproved by c6_05","sm120a NVFP4; public LinearSwiGLU AllowA4 N34816 K5120 exact T128 only; T127/T129 and every peer geometry unchanged","src/ops/linear/nvfp4/nvfp4_w4a4.cu","reduce the partial-wave tail of the exact production hotspot without c6_05 token-split weight duplication","compile or independent decoded-NVFP4/FP32 SwiGLU oracle failure; affected T128 public-Op regression; seam regression; or either real-boundary repetition fails the cycle-6 non-averaged 1.5% latency / qualified +3.0 tok/s arms",pass,"ginfer_linear_swiglu_nvfp4_test passes its independent decoded-NVFP4 plus FP32 SwiGLU oracle","paired cold public LinearSwiGLU T127/T128/T129 medians 87.328/87.328/210.176 us","candidate medians 87.328/97.568 (+11.7259% at T128)/208.384 us","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-6 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"T127/T129 and every peer geometry are source-neutral; observed seams were equal/faster; full matrix not run after the exact affected Op regressed","not run after affected public-Op rejection",reject,"the true output-row split independently disproved after correction c6_corr02: doubling smaller CTAs regressed the T128 public Op by 11.73%, so the funnel stopped before Program timing",09f7e9c4fc08782645585bb342ecc8aae89139e6,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle6/candidate14; correction c6_corr02"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,6,15,c6_15,9c19027e68a105bf27f56066e287f488dc490beb,1c7541cc906998acf857109471422e3f944c7d08,"transpose exact T128 FP8 GDN-input projection from 64-token/128-row to 128-token/64-row at fixed 256 CTAs and 2048 warps","the profile attributed 3.442 ms across 48 N16384/K5120/T128 GDN-input launches; unlike c5_04, exchanging token and output grouping at fixed CTA and warp counts halves repeated weight traversal without reducing grid parallelism","sm120a execution candidate expressed in shared source; public GdnInputProjection FP8 A8 N16384 K5120 exact T128 only; T127/T129 and every peer format or extent unchanged","src/ops/gdn_input_proj/fp8/fp8_gdn_input_a8.cu","reduce the exact production hotspot while preserving launch work and both QKV/Z output mappings","compile or independent decoded-FP8 GDN-input oracle failure; affected T128 public-Op regression; seam regression; or either real-boundary repetition fails the cycle-6 non-averaged 1.5% latency / qualified +3.0 tok/s arms",pass,"ginfer_gdn_input_proj_test passes its independent FP8 mathematical and QKV/Z output-mapping oracle","paired cold public GdnInputProjection T127/T128/T129 medians 81.920/81.184/111.904 us","candidate medians 81.184/81.184 (exactly neutral at T128)/111.904 us","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-6 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"T127/T129, every peer format, and every other extent are source-neutral; observed seams were faster/equal; full matrix not run after the exact affected Op failed to improve","not run after affected public-Op rejection",reject,"the fixed-grid transpose left the T128 public Op exactly unchanged, so the funnel stopped before Program timing",e224cb23f12b9520c8b0578b599ea3f8551f5d0f,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle6/candidate15"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,6,16,c6_16,74674a24720ad9406bece62d6ee5d8f46c961ddd,d6d4054f9313239eeed6447b1a001c549ec4a53f,"double only the DFlash2 acceptance partial tile from 1024 to 2048 tokens per CTA","c4_02 proved a 29.6% public-Op gain but failed the then-current high-noise Program gate; replaying the exact stable mechanism under a new ID tests whether the five retained intervening changes and the fresh 2.77 tok/s cycle-6 noise floor expose its current production contribution","all SM images; public DFlash2 stochastic acceptance hierarchy; token domains 202048 and 248320; K1..15; B1..8; the ordinary sampler and every non-DFlash route are unchanged","src/ops/common/dflash2_accept_workspace.h; src/ops/launcher/dflash2_select.cu","halve acceptance partial CTAs and workspace, preserve exact stochastic accounting across the complete public domain, and independently clear the current real-boundary throughput arm","compile/relink or independent target-distribution oracle failure; any material affected public-Op or Program-matrix regression; either real-boundary repetition fails both cycle-6 arms; or any artifact, Engine, or semantic sentinel fails",pass,"ginfer_dflash2_select_test passes its independent FP64 stochastic target-distribution, exact selected-token/probability/acceptance-state, workspace, and guarded-output oracle","cold public DFlash2 accept V248320/K15/B8 frozen median 593.63 us with 16.25 MiB workspace","candidate medians 416.13/415.74 us (-29.8996%/-29.9658%) with 8.19 MiB workspace; complete 240-point V202048/V248320 x B1..8 x K1..15 matrix had one -0.164% cold-noise point and otherwise no negative values; Qwen B8 improved 17.884%-29.800%","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-6 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",46.1225,45.6185,1.0928,44.7336,0.6757,"second paired baseline was 45.0379 ms; paired baseline/candidate matrix ms was C1 27.9006/27.8793, C2 28.5074/28.5552, C3 31.3420/31.3207, C4 37.2566/37.0167, C5 42.5805/42.3124, C6 45.2428/44.2947, C7 44.4819/44.1607, C8 45.4585/45.3210, and 129041/C1 134.6470/134.3150; all accounting was exact and the sole -0.1677% C2 timing was within noise","pass: both primary reps retained exact 3687 drafted/3657 accepted/248 expanded and 125.968 licensed tokens/batch; throughput improved 29.24 and 19.07 tok/s, both above 2.77 tok/s cycle noise; registered real-artifact test passed; 999/1000 Engine retained exact 633/1464 acceptance at 7850.06 prefill and 157.17 decode tok/s; 7680- and 130048-token sentinels exact ORCHID=493817; COLOR=COBALT",accept,"both repetitions independently clear qualified throughput arm B with positive latency; the exact replay passes its independent oracle, complete affected matrix, full Program matrix, real artifact, matched Engine workload, and short/long semantic gates",not-applicable,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle6/{baseline,candidate16}"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,7,1,c7_01,b747acc8220f58f4970848edc273491ee5e95bd0,999436a34c7cbec4d3855db4869f1414a78aa760,"retain FP8 vocabulary weights in the ordinary cache for exact T25..48","the fresh profile attributed 3.105 ms and 1.932 ms to the T48 and T32 FP8 vocabulary calls; retaining row-scaled weights in cache could reuse them across the two calls without changing activation staging, warp count, or reduction","all SM execution expressed in shared source; public Linear FP8 A16 N248320 K5120 exact T25..48; T1..24 and every non-vocabulary FP8 route unchanged","src/ops/linear/fp8/fp8_config.h","reduce the combined vocabulary cost through cross-call L2 reuse while leaving the existing activation cache policy intact","compile or independent decoded-FP8/FP32 oracle failure; affected T32/T48 public-Op regression; or either real-boundary repetition fails the cycle-7 non-averaged 1.5% latency / qualified +3.0 tok/s arms",pass,"ginfer_linear_fp8_a16_test passes its independent decoded-FP8 plus FP32 Linear oracle","cold public Linear T32/T48 medians 931.072/1316.096 us","candidate medians 949.536/1334.752 us (+1.9820%/+1.4175%)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-7 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"T1..24 and every non-vocabulary FP8 route are source-neutral; full matrix not run after both exact affected public-Op points regressed","not run after affected public-Op rejection",reject,"ordinary caching polluted useful residency for uniquely owned output-row streams and regressed both profiled extents, so the funnel stopped before Program timing",65eeeae5664fb23b78b06609f0c8a6054b2535f4,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle7/candidate01"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,7,2,c7_02,eafa969c6c6018435612e051b8d68d1754366398,b0df30b73c847171266f762ce79573ff17ac44bf,"require four resident FP8 vocabulary CTAs per SM for exact T25..48","the T32/T48 FP8 vocabulary kernels had two-block launch bounds and the fresh profile showed only 55%-83% of the measured read roofline; forcing four blocks could improve latency hiding without changing the four-warp work decomposition","all SM execution expressed in shared source; public Linear FP8 A16 N248320 K5120 exact T25..48; T1..24 and every non-vocabulary FP8 route unchanged","src/ops/linear/fp8/fp8_config.h","raise latency-hiding occupancy for the two exact production extents without changing arithmetic or memory traffic","compile or independent decoded-FP8/FP32 oracle failure; affected T32/T48 public-Op regression/no gain; or either real-boundary repetition fails the cycle-7 non-averaged 1.5% latency / qualified +3.0 tok/s arms",pass,"ginfer_linear_fp8_a16_test passes its independent decoded-FP8 plus FP32 Linear oracle","cold public Linear T32/T48 medians 931.072/1400.096 us","candidate medians 932.832/1398.080 us (+0.1890%/-0.1440%)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-7 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"T1..24 and every non-vocabulary FP8 route are source-neutral; full matrix not run after both exact affected public-Op points were neutral","not run after affected public-Op rejection",reject,"forcing four-block residency changed the exact production medians only +0.1890%/-0.1440%, so the funnel stopped before Program timing",387091a46abb97864454fdcd51406acbcc68b4af,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle7/candidate02"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,7,3,c7_03,4d9463f2b6b4b37cdb82344073290810c57aba1f,7e9e2664447483e0227c8f38c0573c16c128d23c,"halve FP8 vocabulary K-parallel warps from four to two for T25..48","the four-warp T32/T48 kernels spend synchronization and shared reduction work after each row dot product; two warps halve that overhead and shrink shared state while preserving the same total K arithmetic","all SM execution expressed in shared source; public Linear FP8 A16 N248320 K5120 exact T25..48; T1..24 and every non-vocabulary FP8 route unchanged","src/ops/linear/fp8/fp8_config.h","reduce the profiled T32/T48 vocabulary calls through a narrower K split without changing row ownership or arithmetic","compile or independent decoded-FP8/FP32 oracle failure; either affected T32/T48 public-Op regression; or either real-boundary repetition fails the cycle-7 non-averaged 1.5% latency / qualified +3.0 tok/s arms",pass,"ginfer_linear_fp8_a16_test passes its independent decoded-FP8 plus FP32 Linear oracle","cold public Linear T32/T48 medians 931.104/1316.960 us","candidate medians 965.760/1267.616 us (+3.7210%/-3.7468%)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-7 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"T1..24 and every non-vocabulary FP8 route are source-neutral; full matrix not run after the exact T32 public Op materially regressed","not run after affected public-Op rejection",reject,"the mechanism improved T48 by 3.7468% but regressed the equally live T32 route by 3.7210%; preserve the evidence and narrow above T40 in c7_04",104fd29d24de09c11fcfa3ad162bc9466155bd0a,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle7/candidate03"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,7,4,c7_04,2c6d4d21b699f10fd5cff712678e21dc522501fc,9a65e7cd534272fe3e2b20607500d1917cce5f3d,"halve FP8 vocabulary K-parallel warps from four to two only above T40","c7_03 proved that two warps improve T48 but regress T32; the T40 dispatch seam can retain four warps while exact T41..48 uses the narrower split","all SM execution expressed in shared source; public Linear FP8 A16 N248320 K5120 exact T41..48; T1..40 and every non-vocabulary FP8 route unchanged","src/ops/linear/fp8/fp8_config.h","retain the measured wide-vocabulary gain while excluding the disproved T32 route and independently clear the current Program throughput arm","compile or independent decoded-FP8/FP32 oracle failure; affected T41..48 or T40 seam regression; or either real-boundary repetition fails the cycle-7 non-averaged 1.5% latency / qualified +3.0 tok/s arms",pass,"ginfer_linear_fp8_a16_test passes its independent decoded-FP8 plus FP32 Linear oracle","cold public Linear T40/T41/T48 medians 1094.944/1148.192/1398.048 us","candidate medians 1096.736/1117.696/1292.288 us (+0.1637%/-2.6560%/-7.5650%)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-7 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",45.0587,44.6396,0.9301,45.4710,-0.3914,"T1..40 and every non-vocabulary FP8 route are source-neutral; the T40 seam measured within 0.164% noise; full matrix not run after the second primary-boundary repetition failed","both Program pairs retained exact 3687 drafted/3657 accepted/248 expanded and 125.968 licensed tokens/batch; rep1 improved throughput by 26.01 tok/s above the 1.52 tok/s cycle noise, but rep2 regressed by 12.67 tok/s; Engine sentinels not run",reject,"the public mechanism reproducibly improved T41/T48 and the first Program pair qualified arm B, but the second independently regressed latency and throughput; the non-averaged two-repeat gate rejects the candidate",2042f7559647a0fde6ac5e442401c726fc29332c,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle7/candidate04"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,7,5,c7_05,e97814cee9f4633f3270f42e20ed68d6cf6cedc6,5e83ff9f7bf047181ad2a6a79527e6b932d7df2d,"add a third 256-K stage to exact T97..128 NVFP4 gate/up","the fresh profile attributed 3.880 ms to the two-stage N34816/K5120/T128 gate/up launch; deeper asynchronous staging could hide global-memory latency across its twenty K tiles","sm120a execution candidate expressed in shared source; public Linear/LinearSwiGLU NVFP4 A4 N34816 K5120 T97..128 only; residual and peer geometries unchanged","src/ops/linear/nvfp4/nvfp4_w4a4.cu","hide more global-memory latency in the exact production gate/up mainloop without changing tile ownership or arithmetic","compile/relink or independent decoded-NVFP4/FP32 oracle failure; affected T128 public-Op regression; seam regression; or either real-boundary repetition fails the cycle-7 non-averaged gate",fail,"not run after hardware shared-memory rejection",not-run,not-run,"Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-7 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"all peer routes are source-neutral; no executable candidate was produced","not run after compile rejection",reject,"nvlink reports 0x1b000 bytes of shared storage for the exact entry point against the sm_120a 0x18c00-byte maximum, so the schedule is outside the hardware contract",440fe64ba6975e9653ebcd731c135d40bbcf78ca,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle7/candidate05"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,7,6,c7_06,d60b7c2697207d4b1422cfff5a92cef22130f5be,60150e47ac8d9c872fb2b41988b36b496b1f6f9c,"use three 128-K stages for exact T97..128 NVFP4 gate/up","c7_05 showed a third 256-K stage exceeds shared memory; halving BlockK makes a three-stage pipeline legal and could preserve latency overlap within the hardware limit","sm120a execution candidate expressed in shared source; public Linear/LinearSwiGLU NVFP4 A4 N34816 K5120 T97..128 only; T96/T129 and peer geometries unchanged","src/ops/linear/nvfp4/nvfp4_w4a4.cu","gain deeper asynchronous overlap at legal shared-memory occupancy without changing output tile ownership or arithmetic","compile/relink or independent decoded-NVFP4/FP32 oracle failure; affected T97..128 public-Op regression; seam regression; or either real-boundary repetition fails the cycle-7 non-averaged gate",pass,"ginfer_linear_swiglu_nvfp4_test passes its independent decoded-NVFP4 plus FP32 LinearSwiGLU oracle","cold public Linear T96/T97/T128/T129 medians 171.808/77.088/79.136/198.208 us","candidate medians 171.264/95.616/97.568/197.920 us (source-neutral/+24.0359%/+23.2928%/source-neutral)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-7 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"T96/T129 and all peer geometries are source-neutral; observed seams were within noise; full matrix not run after the affected interval regressed","not run after affected public-Op rejection",reject,"doubling the K-loop staging cadence and barriers regressed T97 and T128 by 24.04% and 23.29%, so the funnel stopped before Program timing",d46530d87e848152c99a6fd3033d88653be713aa,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle7/candidate06"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,7,7,c7_07,f45d8d3a01bd4b37a91663f088f6e197a01e6cc2,96cc7ba6612d54c64273060178d60b78291dc113,"replace two 256-K stages with one 512-K stage for exact T97..128 NVFP4 gate/up","a 512-K stage keeps shared storage equal to the legal two-stage 256-K route while halving K-loop synchronization and staging cadence","sm120a execution candidate expressed in shared source; public Linear/LinearSwiGLU NVFP4 A4 N34816 K5120 T97..128 only; T96/T129 and peer geometries unchanged","src/ops/linear/nvfp4/nvfp4_w4a4.cu","reduce synchronization overhead at unchanged shared-memory footprint and output tile ownership","compile/relink or independent decoded-NVFP4/FP32 oracle failure; affected T97..128 public-Op regression; seam regression; or either real-boundary repetition fails the cycle-7 non-averaged gate",pass,"ginfer_linear_swiglu_nvfp4_test passes its independent decoded-NVFP4 plus FP32 LinearSwiGLU oracle","cold public Linear T96/T97/T128/T129 medians 172.032/78.496/79.136/201.984 us","candidate medians 172.288/83.232/85.280/202.016 us (source-neutral/+6.0334%/+7.7640%/source-neutral)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-7 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",not-run,not-run,not-run,not-run,not-run,"T96/T129 and all peer geometries are source-neutral; observed seams were within noise; full matrix not run after the affected interval regressed","not run after affected public-Op rejection",reject,"removing cross-tile overlap costs more than halving K-loop barriers and regresses T97/T128 by 6.03%/7.76%, so the funnel stopped before Program timing",fd617c3a91d63ff44877b57d341faca007072427,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle7/candidate07"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,7,8,c7_08,280805a2336ea4b417b9ad43b8f26b9ec5684a12,6078f13f77fb4d3f25035a45b2dacde5df660e7b,"rotate exact T128 FP8 K6144 residual warps from 2x4 token/row to 1x8","the fresh profile attributed 3.102 ms to 64 residual launches; keeping the 64x128 CTA while assigning more warps to output rows could reduce fragment pressure and preserve weight reuse without c6_07's transposed grid","sm120a execution candidate expressed in shared source; public LinearAdd FP8 A8 N5120 K6144 exact T128 only; T127/T129, K17408, and peer routes unchanged","src/ops/linear_add/fp8/fp8_linear_add_a8.cu","improve the exact production residual while preserving CTA count, shared bytes, and arithmetic","compile/relink or independent decoded-FP8/FP32 oracle failure; affected T128 public-Op regression; seam regression; or either real-boundary repetition fails the cycle-7 non-averaged gate",pass,"ginfer_linear_add_fp8_test passes its independent decoded-FP8 plus FP32 residual-add oracle; tree-identical reapply repeated the oracle","cold public LinearAdd T127/T128/T129 temporary-baseline medians 60.704/60.352/60.704 us","stable candidate medians 60.384/58.656/60.704 us (source-neutral/-2.8102%/source-neutral)","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-7 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",45.0611,45.4585,-0.8819,46.0289,-2.1933,"second paired baseline was 45.0410 ms; T127/T129, K17408, and peer routes are source-neutral; full matrix not run after both primary repetitions regressed","both Program pairs retained exact 3687 drafted/3657 accepted/248 expanded and 125.968 licensed tokens/batch; throughput regressed by 24.43 and 60.94 tok/s; Engine sentinels not run",reject,"the stable isolated T128 improvement did not transfer: both independent Program pairs regressed latency and throughput",654b3da7dd17c383127dfd6fa8380d89bbfc18c0,"original 659f16227f8dcc589a45fef492b02c4e7da5ccb0; temporary baseline revert 05543f9089e7217b133dd606e5b193e654c7562c; profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle7/candidate08"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,7,9,c7_09,a91ff9488abe38a548a2847e0cce335acd30f707,84564f0e0a5e5d414d5482a0bb02a032b6ae1a26,"add a third asynchronous K128 stage only for exact FP8 residual N5120/K6144/T128","the fresh profile attributed 3.102 ms to 64 exact residual launches; one additional stage can overlap global-memory latency without changing the 64-token/128-row tile or warp ownership","sm120a; public LinearAdd FP8 A8 N5120 K6144 exact T128 only; T1..127/T129, K17408, and peer routes retain the two-stage production schedule","src/ops/linear_add/fp8/fp8_linear_add_a8.cu","hide K-loop global-memory latency at unchanged tile ownership and arithmetic while retaining neutral dispatch seams","compile/relink or independent decoded-FP8/FP32 oracle failure; affected T128 public-Op regression; any material full-matrix regression; either real-boundary repetition fails both cycle-7 arms; or any artifact, Engine, or semantic sentinel fails",pass,"ginfer_linear_add_fp8_test passes its independent decoded-FP8 plus FP32 residual-add oracle","cold public LinearAdd K6144 T127/T128/T129 frozen medians 60.704/58.656/60.704 us","candidate medians 60.704/56.608 (-3.4915%)/60.704 us; complete T1..129 public matrix measured and only T128 changes dispatch","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-7 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm",45.8887,45.5532,0.7311,45.2873,0.1310,"second paired baseline was 45.3467 ms; paired baseline/candidate matrix ms was C1 27.7619/27.7783, C2 28.6585/28.4280, C3 31.2810/31.2858, C4 36.9840/36.8884, C5 42.2471/42.0559, C6 44.6792/44.4219, C7 44.5325/44.5223, C8 45.7396/45.4160, and 129041/C1 134.956/134.928; all accounting was exact and the only negative timings were 0.0591% C1 and 0.0153% C3 noise","pass: both primary reps retained exact 3687 drafted/3657 accepted/248 expanded and 125.968 licensed tokens/batch; throughput improved 20.61 and 3.05 tok/s, both above 1.52 tok/s cycle noise; registered real-artifact test passed; 999/1000 Engine retained exact 633/1464 acceptance at 7545.56 prefill and 154.97 decode tok/s; 7680- and 130048-token sentinels exact ORCHID=493817; COLOR=COBALT",accept,"both repetitions independently clear qualified throughput arm B with positive latency; the independent oracle, complete affected matrix, full Program matrix, real artifact, matched Engine workload, and short/long semantic gates pass",not-applicable,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle7/{baseline,candidate09}"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,8,1,c8_01,8c2e2ac59cf58d50ed72d3c92b426f2ee6c6b514,d6d4b8d78522972e5b88984439be612949d37faf,"add a third asynchronous K128 stage only for exact FP8 GDN-input N16384/K5120/T128","the fresh profile attributed 3.454 ms to 48 exact GDN-input launches and cycle 7 retained the same staging mechanism for the K6144 residual; one additional stage could overlap global-memory latency without changing the 64-token/128-row tile or warp ownership","sm120a; public GdnInputProjection FP8 A8 N16384 K5120 exact T128 only; T127/T129 and every peer route retain the two-stage production schedule","src/ops/gdn_input_proj/fp8/fp8_gdn_input_a8.cu","hide K-loop global-memory latency at unchanged tile ownership and arithmetic while retaining neutral dispatch seams","compile/relink or independent decoded-FP8 GDN-input oracle failure; affected T128 public-Op regression; seam regression; or either real-boundary repetition fails the cycle-8 non-averaged gate",pass,"ginfer_gdn_input_proj_test passes its independent decoded-FP8 mathematical and QKV/Z output-mapping oracle","cold public GdnInputProjection T127/T128/T129 medians 83.200/83.200/111.872 us","candidate medians 82.688/91.136 (+9.5385% at T128)/111.584 us","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-8 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm above 22.32 tok/s noise",not-run,not-run,not-run,not-run,not-run,"T127/T129 and every peer route are source-neutral; observed seams were faster within noise; full matrix not run after the exact affected Op regressed","not run after affected public-Op rejection",reject,"the third stage reduces residency from two blocks per SM to one and regresses the exact affected public Op by 9.54%, so the funnel stopped before Program timing",6b2f851424098f5cba9a18608a6b30ee5c0b0693,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle8/candidate01"
sm120a-rtx5090-qwen38-nvfp4-dflash2-q4,8,2,c8_02,2f822f8921f85542585bede7f14c62775fa9dcfa,f9db94a9b5d9cd8e417cbfd5f7c8cd09eb6d84d7,"use ordinary rather than streaming activation loads only for exact FP8 GDN-input T128","the activation codes and scales are reused across 256 output-row CTAs; admitting them to L1 could reduce repeated reads while leaving the uniquely owned weight stream unchanged","sm120a; public GdnInputProjection FP8 A8 N16384 K5120 exact T128 only; T127/T129 and every peer route retain streaming activation loads","src/ops/gdn_input_proj/fp8/fp8_gdn_input_a8.cu","capture the compact repeated activation tile in L1 without polluting it with the much larger weight stream","compile/relink or independent decoded-FP8 GDN-input oracle failure; affected T128 public-Op regression/no gain; seam regression; or either real-boundary repetition fails the cycle-8 non-averaged gate",pass,"ginfer_gdn_input_proj_test passes its independent decoded-FP8 mathematical and QKV/Z output-mapping oracle","cold public GdnInputProjection T127/T128/T129 medians 81.152/81.152/111.904 us","candidate medians 81.184/81.184 (+0.0394% at T128)/111.904 us","Qwen3.8 NVFP4+DFlash2 k4 stochastic Program round; INT8-G64; CUDA Graph option; 8192 tokens/request C8; cycle-8 gate: each of two reps >=1.5% GPU latency or qualified +3.0 tok/s throughput arm above 22.32 tok/s noise",not-run,not-run,not-run,not-run,not-run,"T127/T129 and every peer route are source-neutral; observed seams were within noise/exact; full matrix not run after the affected Op was neutral","not run after affected public-Op rejection",reject,"activation L1 residency changed the exact T128 median by only +0.0394%; the activation tile already receives sufficient L2 reuse, so the funnel stopped before Program timing",a74dcdc565bbb1d6c39b9942f77c2322f46bf781,"profiles/sm120a/rtx5090/qwen38-nvfp4-dflash2/cycle8/candidate02"
